TU_Name	TU_Direction	Overlapping_TU	Overlapping_Direction
galETKM	-	galE	-
adiC	-	adiY	-
gltX	-	gltX	-
rstAB	+	tus1	+
deoCABD	+	deoABD	+
rrsC-gltU-rrlC-rrfC	+	rrsC-gltU-rrlC-rrfC	+
ydcJ1	+	ydcJ2	+
csrA	-	csrA	-
yidB1	-	gyrB	-
eco1	+	eco2	+
rseD-rpoE-rseABC	-	rpoE-rseABC	-
rseD-rpoE-rseABC	-	rpoE-rseABC	-
rseD-rpoE-rseABC	-	rpoE-rseABC	-
yjeV	+	queG	-
mutM1	-	mutM2	-
mutM1	-	yicR-rpmBG	-
mutM1	-	yicR-rpmBG-mutM	-
mutM2	-	yicR-rpmBG-mutM	-
yfeH1	+	yfeH2	+
yabR	-	ilvIH	+
yfgM	-	yfGM	-
appCBA-yccB	+	appA	+
yjfP1	+	yjfP2	+
yjfP1	+	ulaR1	-
yjfP1	+	bsmA	-
yjfP2	+	ulaR1	-
rbn	+	elaA1	-
rbn	+	elaA2	-
ydiM1	+	ydiM2	+
diaA	+	dolP	+
lsp-fkpB-ispH	+	ileS-lspA-fkpB-ispH	+
lsp-fkpB-ispH	+	ribF-ileS-lspA-fkpB-ispH	+
nanCM	-	nanS1	-
metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	-	nusA-infB	-
metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	-	metY	-
metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	-	metY	-
metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	-	rpsO-pnp	-
yafT1	+	yafT2	+
yafT1	+	yafT3	+
yafT2	+	yafT3	+
wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC	-	wza-wzb-wzc-wcaAB	-
zur1	-	zur2	-
pspF	-	pspF	-
yegJ1	+	yegJ2	+
ygeW1	+	ygeW2	+
ygeW1	+	ygeW3	+
ygeW2	+	ygeW3	+
mtr	-	mtr	-
ycjD1	-	ycjD2	-
ycjD1	-	sapABCDF	-
ycjD2	-	sapABCDF	-
oppABCDF	+	oppBCDF	+
phnCDEEFGHIJKLMNOP	-	phnLMNOP	-
idnR	-	idnDOTR	-
fabG-acpP	+	fabDG-acpP	+
fabG-acpP	+	acpP-fabF	+
fabG-acpP	+	plsX-fabHDG	+
fabG-acpP	+	fabHDG	+
def-fmt	+	smf	-
nikABCDER	+	nikABCDER	+
nikABCDER	+	nikR	+
asnC-mioC	-	asnC-mioC-mnmG	-
racR1	-	racR2	-
racR1	-	racR3	-
racR2	-	racR3	-
mqsA	-	mqsRA	-
mqsA	-	mqsA	-
mqsA	-	mqsRA	-
rpoH	-	rpoH	-
speD	-	yacC-speED	-
crcB1	-	crcB2	-
yfaZ1	-	yfaZ2	-
yihD	+	mobAB	-
tpke11	+	dnaKJ	+
rpsA-ihfB	+	ihfB	+
rpsA-ihfB	+	ihfB	+
cstA	+	ybdD1	+
cstA	+	cstA	+
pqiABC	+	pqiABC	+
pqiABC	+	ymbA	+
atpIBEFHAGDC	-	atpBEFHAGDC	-
yhaH1	+	yhaH2	+
cspH1	-	cspH2	-
cspH1	-	cspH3	-
cspH1	-	cspH4	-
cspH1	-	cspH5	-
cspH1	-	cspH6	-
cspH1	-	cspH7	-
cspH2	-	cspH3	-
cspH2	-	cspH4	-
cspH2	-	cspH5	-
cspH2	-	cspH6	-
cspH2	-	cspH7	-
cspH3	-	cspH4	-
cspH3	-	cspH5	-
cspH3	-	cspH6	-
cspH3	-	cspH7	-
cspH4	-	cspH5	-
cspH4	-	cspH6	-
cspH4	-	cspH7	-
cspH5	-	cspH6	-
cspH5	-	cspH7	-
cspH6	-	cspH7	-
pdhR-aceEF-lpdA	+	lpdA	+
pdhR-aceEF-lpdA	+	aceEF	+
yegS1	+	yegS2	+
yegS1	+	yegS3	+
yegS1	+	yegS4	+
yegS2	+	yegS3	+
yegS2	+	yegS4	+
yegS3	+	yegS4	+
yqgC	+	yqgD	-
cydAB	+	cydAB	+
ycjY-ymjDC-mpaA	-	pgrR	+
ycjY-ymjDC-mpaA	-	ymjC-mpaA	-
ycjY-ymjDC-mpaA	-	ycjG	+
yedI1	-	yedI2	-
ycgN1	+	ycgN2	+
ycgN1	+	ycgN3	+
ycgN2	+	ycgN3	+
ycgN3	+	ycgM	+
kdgR1	-	kdgR2	-
kdgR1	-	kdgR3	-
kdgR2	-	kdgR3	-
kdgR3	-	yebQ1	+
kdgR3	-	yebQ2	+
trxA	+	trxA	+
ybgIJKL-nei	+	dtpD1	-
ybgIJKL-nei	+	dtpD2	-
ybgIJKL-nei	+	dtpD3	-
fldA-uof-fur	-	fur	-
yggX	+	mutY-yggX-mltC-nupG	+
yggX	+	mutY-yggX-mltC-nupG	+
yoeA	+	insC3D3CD3	-
tabA1	+	tabA2	+
tsaB-yeaY	-	yeaY	-
rpoE-rseABC	-	rpoE-rseABC	-
rpoE-rseABC	-	rpoE-rseABC	-
rrsB-gltT-rrlB-rrfB	+	rrlB-rrfB	+
rcsC1	-	rcsC2	-
rcsC2	-	atoSC	+
uvrYC	-	uvrC	-
chpSB	+	chpSB	+
galET	-	galE	-
galET	-	galE	-
rne	-	rne	-
rne	-	rne	-
yjjX1	-	yjjX2	-
yiaD1	+	yiaD2	+
yiaD1	+	ghrB1	+
yiaD1	+	bisC1	-
yiaD1	+	bisC2	-
yiaD1	+	bisC4	-
yiaD2	+	ghrB1	+
yiaD2	+	bisC1	-
yiaD2	+	bisC2	-
yiaD2	+	bisC3	-
yiaD2	+	bisC4	-
mnmG-rsmG	-	asnC-mioC-mnmG	-
pinE1	+	pinE2	+
ssrS-ygfA	+	ssrS	+
yohC1	-	yohC2	-
yohC1	-	pbpG1	-
yohC2	-	pbpG1	-
alx1	+	alx2	+
alx1	+	alx3	+
alx2	+	alx3	+
yebQ1	+	yebQ2	+
crr	+	ptsHI-crr	+
crr	+	ptsHI-crr	+
crr	+	ptsHI-crr	+
sohB	+	sohB	+
ileS-lspA-fkpB-ispH	+	ribF-ileS-lspA-fkpB-ispH	+
galE	-	galE	-
mscL	+	arfA	-
yciG	-	yciGFE	-
gadXW	-	gadW	-
gadXW	-	gadX	-
pykF	+	pykF	+
pykF	+	pykF	+
yjeFE-amiB-mutL-miaA-hfq-hflXKC	+	queG	-
yjeFE-amiB-mutL-miaA-hfq-hflXKC	+	hfq-hflXKC	+
yjeFE-amiB-mutL-miaA-hfq-hflXKC	+	miaA-hfq-hflXKC	+
yjeFE-amiB-mutL-miaA-hfq-hflXKC	+	hfq-hflXKC1	+
yjeFE-amiB-mutL-miaA-hfq-hflXKC	+	hfq-hflXKC2	+
yjeFE-amiB-mutL-miaA-hfq-hflXKC	+	miaA-hfq-hflXKC	+
dnaQ	+	dnaQ	+
yaaA1	-	yaaA2	-
alkA	-	alkA	-
lapAB	+	yciSM-pyrF-yciH	+
modABC	+	modABC	+
insN-2	+	yjhV	+
nikABCDER	+	nikR	+
pepD	-	pepD	-
infC-rpmI-rplT	-	infC	-
feaB	+	feaR	-
plsB	-	plsB	-
yehE1	-	yehE2	-
yehE1	-	yehE3	-
yehE2	-	yehE3	-
ymjA1	-	puuP	-
ymjA1	-	puuAP	-
yhjE1	+	yhjE2	+
stfZ	-	ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+
ddpXABCDF	-	ddpXABCDF	-
mutY-yggX-mltC-nupG	+	mutY-yggX-mltC-nupG	+
sfsA-dksA	-	ligT	-
araFGH	-	araFGH	-
pstB-phoU	-	pstCAB-phoU	-
pstB-phoU	-	pstSCAB-phoU	-
sdsN	+	sdsN	+
relA	-	relA-mazEF	-
relA	-	relA-mazEF	-
relA	-	ameF	+
mazEFG	-	relA-mazEF	-
mazEFG	-	relA-mazEF	-
mazEFG	-	ameF	+
ycgX1	-	ycgX2	-
frc	-	oxc1	-
frc	-	oxc2	-
yafC1	-	yafDE	+
rlmE-ftsH	-	rlmE-ftsH	-
ihfB	+	ihfB	+
elaA1	-	elaA2	-
puuP	-	puuAP	-
tus1	+	fumAC	-
cspF1	+	cspF2	+
cspF1	+	cspF3	+
cspF2	+	cspF3	+
yggN	-	yggN	-
yfjH1	-	yfjH2	-
carAB	+	carAB	+
insH-8	-	yejO	-
proVWX	+	proVWX	+
fabDG-acpP	+	acpP-fabF	+
fabDG-acpP	+	plsX-fabHDG	+
fabDG-acpP	+	fabHDG	+
ybdD1	+	cstA	+
yeiH1	+	yeiE3	-
rpoE-rseABC	-	rpoE-rseABC	-
pldB-yigL1	+	pldB-yigL2	+
gntKU	-	gntRKU	-
sdiA	-	sdsN	+
mqsRA	-	mqsA	-
mqsRA	-	mqsRA	-
hupB	+	hupB	+
ygdI1	-	ygdI2	-
ppsR1	+	ppsR2	+
ppsR1	+	ppsR3	+
ppsR2	+	ppsR3	+
pqiABC	+	ymbA	+
ydhS1	+	ydhS2	+
ydhS1	+	ydhS3	+
ydhS2	+	ydhS3	+
iraD	+	hypT1	-
gyrB	-	dnaN-recF	-
gyrB	-	dnaAN-recF	-
gyrB	-	recF	-
dpiBA	+	citCDEFXG	-
dpiBA	+	dpiBA	+
yihUTS	-	yihUTS	-
yihUTS	-	yihUTS	-
xapB	-	xapAB	-
ymjC-mpaA	-	ycjG	+
sfmA1	+	sfmA2	+
tyrV-tpr	-	rttR	-
pgk	-	pgk	-
pgk	-	pgk-fbaA	-
yqgD	-	metK	+
pgi	+	pgi	+
yadC	-	yadMLKC	-
yneE1	-	yneE2	-
rpsU-dnaG-rpoD	+	rpoD	+
rpsU-dnaG-rpoD	+	rpoD	+
ptsHI-crr	+	ptsHI-crr	+
ptsHI-crr	+	ptsHI-crr	+
ycaK1	+	ycaK2	+
ycaK1	+	ycaK3	+
ycaK2	+	ycaK3	+
relA-mazEF	-	relA-mazEF	-
relA-mazEF	-	ameF	+
dnaN-recF	-	dnaAN-recF	-
dnaN-recF	-	recF	-
dtpD1	-	dtpD2	-
dtpD1	-	dtpD3	-
dtpD2	-	dtpD3	-
kgtP1	-	kgtP2	-
kgtP1	-	kgtP3	-
kgtP2	-	kgtP3	-
mqsA	-	mqsRA	-
yfjI1	+	yfjI2	+
yfjI1	+	yfjI3	+
yfjI1	+	yfjI4	+
yfjI2	+	yfjI3	+
yfjI2	+	yfjI4	+
yfjI3	+	yfjI4	+
citCDEFXG	-	citCDEFXG	-
yciSM-pyrF-yciH	+	pyrF-yciH	+
serA	-	serA	-
csgBAC	+	ymdAB-clsC	+
csgBAC	+	ymdAB	+
relA-mazEF	-	ameF	+
dnaAN-recF	-	recF	-
pykF	+	pykF	+
ymdAB-clsC	+	ymdB-clsC	+
ymdAB-clsC	+	ymdAB	+
lrp	+	ftsK	+
kup	+	kup	+
fldB	+	xerD1	-
fldB	+	xerD2	-
gltP1	+	gltP2	+
gltP1	+	gltP3	+
gltP2	+	gltP3	+
cfa	+	cfa	+
tdcR1	+	tdcR2	+
tdcR1	+	tdcR3	+
tdcR1	+	tdcR4	+
tdcR1	+	tdcR5	+
tdcR2	+	tdcR3	+
tdcR2	+	tdcR4	+
tdcR2	+	tdcR5	+
tdcR3	+	tdcR4	+
tdcR3	+	tdcR5	+
tdcR4	+	tdcR5	+
ybfA1	+	ybfA2	+
xerD1	-	xerD2	-
ydjF1	-	ydjF2	-
yadN1	-	yadN2	-
yadN1	-	yadN3	-
yadN2	-	yadN3	-
yciE	-	yciGFE	-
argE	-	argCBH	+
csiE	+	csiE	+
ynfA1	-	ynfA2	-
ynfA1	-	ynfA3	-
ynfA2	-	ynfA3	-
yjcH-actP	-	acs-yjcHG	-
hfq-hflXKC	+	miaA-hfq-hflXKC	+
hfq-hflXKC	+	hfq-hflXKC1	+
hfq-hflXKC	+	hfq-hflXKC2	+
hfq-hflXKC	+	miaA-hfq-hflXKC	+
rimK-ybjN	+	ybjN	+
ydeN1	-	ydeN2	-
ydeN1	-	ydeNM	-
ydeN2	-	ydeNM	-
yeiE1	-	yeiE2	-
yeiE1	-	yeiE3	-
yeiE2	-	yeiE3	-
arcB	-	arcZ	+
rydB1	-	rydB2	-
yihUTS	-	yihUTS	-
ptsHI-crr	+	ptsHI-crr	+
glxK	+	gcl-hyi-glxR-ybbVW-allB-ybbY-glxK	+
ilvIH	+	ilvIH	+
yhfL1	+	yhfL2	+
yhfL1	+	yhfL3	+
yhfL1	+	yhfL4	+
yhfL2	+	yhfL3	+
yhfL2	+	yhfL4	+
yhfL3	+	yhfL4	+
yqhD-dkgA	+	yqhC1	-
gspAB	-	gspCDEFGHIJKLMO	+
ymdB-clsC	+	ymdAB	+
rne	-	rne	-
yicR-rpmBG	-	yicR-rpmBG-mutM	-
ybhQ	+	cecR-ybhGFSR	-
menFD-yfbB-menBCE	-	menD-yfbB-menBCE	-
bamD	+	bamD	+
bamD	+	rluD-pgeF	-
miaA-hfq-hflXKC	+	hfq-hflXKC1	+
miaA-hfq-hflXKC	+	hfq-hflXKC2	+
miaA-hfq-hflXKC	+	miaA-hfq-hflXKC	+
yajG-ampG	-	ampG1	-
yajG-ampG	-	ampG2	-
yajG-ampG	-	ampG3	-
eno	-	eno	-
yjiK1	-	yjiK2	-
yjiK1	-	yjiK3	-
yjiK2	-	yjiK3	-
yobF-cspC	-	yobF-cspC	-
pbpG1	-	pbpG2	-
sugE	+	blc	-
tdk1	+	tdk2	+
pstCAB-phoU	-	pstSCAB-phoU	-
ydbK	-	ydbK-ompN	-
ampG1	-	ampG2	-
ampG1	-	ampG3	-
ampG2	-	ampG3	-
ymgE1	+	ymgE2	+
oxc1	-	oxc2	-
hfq-hflXKC1	+	hfq-hflXKC2	+
hfq-hflXKC1	+	miaA-hfq-hflXKC	+
hfq-hflXKC2	+	miaA-hfq-hflXKC	+
rzoD	+	essD-ybcS-rzpD	+
ryjB	+	sgcXBCQAER	-
yhiD1	-	yhiD2	-
cbrBC	+	cbrC	+
greB1	+	greB2	+
rhsB1	+	rhsB2	+
rhsB1	+	rhsB3	+
rhsB1	+	rhsB4	+
rhsB1	+	rhsB5	+
rhsB1	+	rhsB6	+
rhsB2	+	rhsB3	+
rhsB2	+	rhsB4	+
rhsB2	+	rhsB5	+
rhsB2	+	rhsB6	+
rhsB3	+	rhsB4	+
rhsB3	+	rhsB5	+
rhsB3	+	rhsB6	+
rhsB4	+	rhsB5	+
rhsB4	+	rhsB6	+
rhsB5	+	rhsB6	+
pgk	-	pgk-fbaA	-
yihQ1	-	yihQ2	-
yihQ1	-	yihQ3	-
yihQ2	-	yihQ3	-
yifB1	-	yifB2	-
yifB1	-	yifB3	-
yifB2	-	yifB3	-
xseB-ispA-dxs-yajO	-	yajO	-
yaaI1	-	yaaI2	-
yaaI1	-	yaaI3	-
yaaI2	-	yaaI3	-
metY	-	metY	-
srmB1	+	srmB2	+
sdsR-pphA	-	sdsR-pphA	-
ybdJ1	-	ybdJ2	-
ybdJ1	-	ybdJ3	-
ybdJ1	-	ybdJ4	-
ybdJ2	-	ybdJ3	-
ybdJ2	-	ybdJ4	-
ybdJ3	-	ybdJ4	-
ravA-viaA	-	kup	+
ygeI1	+	ygeI2	+
ygeI1	+	ygeI3	+
ygeI2	+	ygeI3	+
poxB	-	poxB	-
poxB	-	hcp-hcr-poxB	-
yjtD1	+	yjtD2	+
rpoD	+	rpoD	+
yaiS1	-	yaiS2	-
yaiS1	-	yaiS3	-
yaiS1	-	yaiS4	-
yaiS2	-	yaiS3	-
yaiS2	-	yaiS4	-
yaiS3	-	yaiS4	-
ychJ-purU	-	purU	-
bisC1	-	bisC2	-
bisC1	-	bisC3	-
bisC1	-	bisC4	-
bisC2	-	bisC3	-
bisC2	-	bisC4	-
bisC3	-	bisC4	-
ydhF1	-	ydhF2	-
bax1	-	bax2	-
kdsA	+	ychQA-kdsA	+
yobB-exoX1	+	yobB-exoX2	+
pdxA-rsmA-apaGH	-	rsmA-apaGH	-
yacH1	-	yacH2	-
rarD1	-	rarD2	-
rarD1	-	rarD3	-
rarD1	-	rarD4	-
rarD1	-	rarD5	-
rarD2	-	rarD3	-
rarD2	-	rarD4	-
rarD2	-	rarD5	-
rarD3	-	rarD4	-
rarD3	-	rarD5	-
rarD4	-	rarD5	-
ynaK-ydaY1	+	ynaK-ydaY2	+
ynaK-ydaY1	+	ynaK-ydaY3	+
ynaK-ydaY1	+	ynaK-ydaY4	+
ynaK-ydaY2	+	ynaK-ydaY3	+
ynaK-ydaY2	+	ynaK-ydaY4	+
ynaK-ydaY3	+	ynaK-ydaY4	+
yahN1	-	yahN2	-
yhaI1	+	yhaI2	+
yhaI1	+	yhaI3	+
yhaI1	+	yhaI4	+
yhaI2	+	yhaI3	+
yhaI2	+	yhaI4	+
yhaI3	+	yhaI4	+
yfcV1	-	yfcV2	-
yfcV1	-	yfcV3	-
yfcV1	-	yfcV4	-
yfcV2	-	yfcV3	-
yfcV2	-	yfcV4	-
yfcV3	-	yfcV4	-
bamD	+	rluD-pgeF	-
murR	-	murR	-
plsX-fabHDG	+	fabHDG	+
tatABC	+	tatD	+
ybeF1	-	ybeF2	-
ybeF1	-	ybeF3	-
ybeF1	-	ybeF4	-
ybeF2	-	ybeF3	-
ybeF2	-	ybeF4	-
ybeF3	-	ybeF4	-
yjgN1	+	yjgN2	+
yjgN1	+	yjgN3	+
yjgN2	+	yjgN3	+
poxB	-	hcp-hcr-poxB	-
insH-111	-	insH-112	-
cdsA1	+	cdsA2	+
yghJ1	-	yghJ2	-
yghJ1	-	yghJ3	-
yghJ2	-	yghJ3	-
yieH1	+	yieH2	+
